comentario,etiquetado_humano,categoria
queremos seguridad no mundial,,seguridad
por qué no hablan de cancelar el mundial en estados unidos por riesgo a un ataque,,seguridad
ya que cancelen el mundial por fsvooooor,,seguridad
si ellos mismos te roban también es algo que no tiene sentido deben tener más cuidado ya que te quitan dinero,,seguridad
para que tanta seguridad si se trata de un evento deportivo,,seguridad
que impotencia,,seguridad
tienen razón no se vale,,seguridad
espero que algún día tenga respuesta de donde esta sus ijos,,seguridad
méxico protegiendo a todos menos a los mexicanos ojalá no haya mundial neta,,seguridad
boicot al mundiaaaaaaal,,seguridad
mucha fuerza y luz para todos los padres buscadores,,seguridad
y los medicamentos en los servicios de salud para cuando,,seguridad
deja tu flor interactuando,,seguridad
no necesitamos un mundial necesitamos apoyo para las madres buscadoras,,seguridad
no queremos mundial,,seguridad
entonces si había tecnología para acabar con el crimen organizado pero no querían trabajar,,seguridad
por favor fifa cancele el mundial en méxico está muy muy peligroso,,seguridad
plan para defender a los ciudadanos nah aqui no hacemos eso,,seguridad
que nos quieren decir que si se puede hacer operativos de seguridad pero no para el pueblo bueno y pero si para los turistas que cinismo de este gobierno,,seguridad
duele mucho este tema estos hechos duelen mucho me entristece mucho,,seguridad
terminando el mundial continuamos sin seguridad,,seguridad
marcha el día de la inauguración,,seguridad
es que el mundo se acaba para unas personas y sigue para otras los que no tienen problemas si desean el mundial lo siento en verdad por los que una tristeza o injusticia hará que vean al mundial como un gasto innecesario,,seguridad
toda mi empatía con los padres buscadores,,seguridad
plan para que el país mejore plan para el mundial solamente,,seguridad
reclámale a tu gobernador,,seguridad
no sabía que contábamos con tantos elementos de defensa aérea en el país además por qué mencionan medidas y entrenamiento contra terrorismo,,seguridad
va a ser un caos total,,seguridad
ah bueno los mexicanos valemos madre,,seguridad
con quién nos comunicamos para apoyar con la impresión y el pegado de fichas,,seguridad
todo sea por el futbol y a la población que se la lleve el cuerno,,seguridad
méxico es un estado fallido,,seguridad
por que no implementan un plan para todo mexico,,seguridad
no queremos mundial,,seguridad
carolom lo ideal sería boicotear el mundial y no acudir al estadio no consumir de las marcas patrocinadoras pero seguiré soñando porque en mi méxico mágico eso jamás sucedería,,seguridad
entonces para el gobierno es prioridad la seguridad de 5 5 millones de turistas por 1 mes que la de 134 millones de mexicanos todo el año,,seguridad
eso significa que si pueden implementar seguridad solo que no les interesa proteger a los mexicanos,,seguridad
esto ya es demasiado grave par nuestro país,,seguridad
nosotros como mexicanos debemos cancelar dicho mundial ya que el dinero recaudado no es para el país es para el gobierno dos quien nos asegura que no va ver atentados en los estadios hoteles avenidas principales mejor cancelarlo,,seguridad
eso no le importa al gobierno tristemente me entristece muchisimo,,seguridad
bravo por esa gente,,seguridad
se aplaude y la pregunta es y porque no hacerlo permanente para cuidarnos a los mexicanos que vivimos aqui,,seguridad
yo te apoyo por qué hoy son tus hijos mañana no quiero que sean los míos,,seguridad
neta méxico tiene todo para ser primer mundo pero a los del poder se les sube el poder se dejan ganar y les gana el hambre de más poder,,seguridad
el plan kukulkán llegó para quedarse o solo será temporal mientras está el mundial,,seguridad
solo pensar en méxico da miedo,,seguridad
q sean encontrados,,seguridad
muy bonito todo pero es obvio que no se cuenta con el personal y mucho menos con el equipo táctico indispensable para garantizar seguridad,,seguridad
me encanta el futbol y me llena de mucha alegría que los mexas sabemos que aquí lo importante son nuestros desaparecidos la exigencia de seguridad y una vida digna para todos mis compatriotas,,seguridad
si de mi dependiera sería únicamente en canadá,,seguridad
méxico niega la violencia y desapareciones,,seguridad
yo si los apoyo por qué yo no sé que haría si alguien forma parte de mi vida desapareciera noalmundial me entristece,,seguridad
que ganas de ser extranjera en mi país,,seguridad
exacto,,seguridad
en culiacán hay soldados en cada esquina y no sirve de nada desviven ahí cerquita de ellos siempre llegan y no agarran a nadie,,seguridad
ese es el verdadero mexico,,seguridad
es correcto y peña nieto no hubiera aceptado el mundial que desde un inicio de ser aceptado se empiezan con gastos pequeños propaganda y otros gastos pequeños si desde los 43 normalistas que son 43 jóvenes que no dio explicaciones de donde quedaron así como muchos que han desaparecido años antes ningún presidente a puesto una jurisdicción especializada solo para personas desaparecidas que desde 1980 a estado pasando esto,,seguridad
cuanto dura el mundial para saber cuánto tiempo podré vivir sin tanto miedo a no volver a casa,,seguridad
por qué no hicieron esto cuando carlos manzo pidió ayuda,,seguridad
no mms es un chiste el gobierno mexicano me da risa,,seguridad
si si aún que estamos ya entrando a la fiebre mundialista no hay que olvidar la realidad de nuestro país que tenemos cientos de desaparecido y no hay que ser indiferentes porque no sabes cuando alguien puede estar en esos zapatos de papas buscando a sus hijos,,seguridad
osea tiene equipamiento y no lo usan en contra del narcotráfico,,seguridad
por los gobiernos no les interesa alas personas,,seguridad
pero les apuesto que muchos vieron la final verán su mundial así quie hoy no joven gracias,,seguridad
solo por el mundial jajajaa y el resto del año nada me entristece,,seguridad
excelente,,seguridad
que miedos ir a méxico ya no iré al mundial,,seguridad
no queremos mundial,,seguridad
y porque no aplican eso a diario me da risa,,seguridad
solo lo van a hacer por el mundial y turistas porque no hacen esto todos los días,,seguridad
y no podría ser todos los días para protegernos no sé se me ocurre,,seguridad
cancelen el mundial,,seguridad
y como van a vigilar el metro recuerdan todos los piquetes que hubo meses antes,,seguridad
cuál mundial si son como 10 pedorros partidos,,seguridad
deberían apoyar más a las marchas y no ir al mundial o comprar boletos,,seguridad
si no ubiera mundial no hacen eso,,seguridad
listo para la inaguración junto a mi familia me gusta mucho,,seguridad
de seguro los otros países están muy protegidos no tiene problemas,,seguridad
todos dicen lo que pasó en méx pero eu está en una guerra jajajaj la vida diplomática es un chiste,,seguridad
solo por el mundial ya después vuelve lo normal inseguridad robo y lo mismo de siempre me da risa mucho,,seguridad
soy de españa y se me encoje el corazon con vosotros no visito mexico por estas cosas no me trae seguridad pero mira que si e un sitio muy prometedor ojala os ayude alguien aunque sea trump ya que claudia me entristece,,seguridad
y por que asta orita salen aser eso,,seguridad
tanta seguridad para extranjeros y para los mexicanos nada,,seguridad
no sé si todas las personas sepan lo que es perder un hijo yo no pero si me llegará a pasar sé que estaría con ellos buscando hasta en las coladeras desiertos etc y no me gustaría pasar ningún nadie pasara por eso talvez no puedo apoyar directamente a toda esta gente buscadora pero no podemos ser indiferentes así como sienten la unión en el mundial diciéndonos hermanos así deberíamos apoyar está ocasión amo el fut pero es primero nuestro país y nuestra gente,,seguridad
me dolió tanto ver este reportaje,,seguridad
cómo podemos registrarnos como turistas aunque seamos locales nos urge sentirnos seguros,,seguridad
ósea que mexico mágico si puede tener seguridad pero no quiere su gobierno,,seguridad
por qué siguen insistiendo con el mundial,,seguridad
se imaginan q hicieran esas grandes estrategias en michoacan sinaloa bueno en todo mexico o sin necesidad de la inauguración del mundial la verdad mexico sería otra historia,,seguridad
méxico narco,,seguridad
y por qué no hacen eso siempre y no solo para el mundial en lugar de gastar nuestros impuestos en croquetas del bienestar,,seguridad
todo para aparentar que este es un país seguro,,seguridad
pero nadie va a decir no al dinero que va a llegar al pais,,seguridad
que tal si mandan hacer camisetas del mundial con la foto del desaparecido y al reverso méxico no busca acuden al estadio tanto dentro como fuera haciendo haci una protesta,,seguridad
una manifestación en todo el país el día del mundial,,seguridad
ejemplo de fortaleza todas esas familias,,seguridad
katt difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusión difusiónj difusión difusión,,seguridad
somos la voz de nuestros desaparecidos,,seguridad
mientras la presidente recibe artistas y hace conciertos defiende a los políticos señalados por usa defiende a los hijos del ex presidente amlo a las madres y padres buscadores no los reciben y no atienden el problema me enoja mucho,,seguridad
que todos esos desaparecidos sean encontrados me gusta,,seguridad
ahí dios deberás hay que ser empaticos me entristece,,seguridad
a quien le gustaría a un mundial al cuál no podrá ir un hijo un hermano o me gusta,,seguridad
el futbol es de lo mejor desde siempre la fifa la peor basura al menos estos tiempos,,seguridad
no dejen de luchar queremos regresos no mundiales,,seguridad
ni loko iria a méxico,,seguridad
justicia dios los ayude justicia justicia,,seguridad
