comentario,categoria,etiqueta_estimada,etiqueta_real,confianza
a veces no dimensionamos las situaciones hasta que nos pasan no se que sería de mi si alguien de mi familia desaparece y muy bueno de los gobernantes por hacerse pendejos con estos temas,seguridad,1,1.0,0.6546366214752197
yo también tengo un hijo desaparecido y nadien me a escuchado no ay seguimiento de nada,seguridad,1,1.0,0.9081186652183533
ojalá se cancele,seguridad,1,1.0,0.664946436882019
a veces pienso que lo hacen con sarcasmo para tener muchas vistas,seguridad,2,2.0,0.37409257888793945
nos hace falta unirnos como sociedad y cuidarnos entre todos,seguridad,3,3.0,0.49554362893104553
osea que habrá protección para que se pueda jugar al fútbol pero no hay protección para tener una buena calidad de vida,seguridad,2,2.0,0.5894999504089355
proteger a los mexicanos proteger a los turistas,seguridad,1,1.0,0.7802325487136841
oye espérate si no estamos en wakanda,seguridad,3,3.0,0.4961606562137604
todo el mundial va ser en méxico y canadá porque usa no participará por lo que ya saben me da risa mucho,seguridad,1,3.0,0.330466091632843
osea que siempre han podido defender a la población les valía madres antes o que,seguridad,1,1.0,0.5126283764839172
que tristeza me entristece,seguridad,2,1.0,0.47533345222473145
mientras el gobierno invierte millones en eventos como el mundial de fútbol miles de familias siguen buscando a sus desaparecidos sin apoyo suficiente sin respuestas y sin justicia no puede haber celebración completa en un país donde tantos padres siguen buscando a sus hijos la prioridad debería ser la seguridad la verdad y la dignidad de las víctimas,seguridad,1,2.0,0.7996781468391418
en día de mundial hay que hacer una marcha por los desaparecidos me entristece,seguridad,1,1.0,0.8269185423851013
no se que da más miedo que méxico puede o que méxico no quiere,seguridad,1,1.0,0.959160327911377
en el parque de la ciudad donde vivo nunca habia visto pegados panfletos de desaparecidos y cuando recién pase y los vi fue un shock se sintió muy triste,seguridad,1,1.0,0.7304365038871765
es decir que sí pueden combatir la delincuencia pero no lo hacen todos los días me da risa mucho,seguridad,1,1.0,0.8358016610145569
ósea si pueden y tienen poder solo no quieren,seguridad,1,1.0,0.8644613027572632
no al mundial matan mujeres todos los días y no las protegen,seguridad,1,1.0,0.9163730144500732
no ven tv azteca,seguridad,1,3.0,0.5859165191650391
no al mundial,seguridad,1,1.0,0.9196574687957764
y por qué 15 días antes y 15 días después por qué no dejarlo así siempre,seguridad,2,3.0,0.5323007702827454
méxico no necesita tener un mundial para tener toda esa seguridad la necesita siempre para todos los mexicanos que triste ver la realidad del gobierno,seguridad,1,1.0,0.8841906189918518
dios les de fuerza y les devuelva a sus hijos,seguridad,1,2.0,0.5324859023094177
proteger a los mismos mexicanos en su país mexicano respuesta negativo,seguridad,1,1.0,0.9632980227470398
para los que no entienden ojalá nunca les toque buscar un familiar o que sean ellos a los que los tengan que buscar,seguridad,1,1.0,0.6955332159996033
todos los mexicanos conocemos o sabemos de alguien que está desaparecido o ha sido afectado por el crimen,seguridad,1,1.0,0.9370737075805664
es que entiendan no están en contra del mundial ni nada sino que están en contra de que se gasten miles de millones de pesos en remodelaciones innecesarias solo para verse bonita para menos del mes mientras no hay dinero para búsquedas de desaparecidos no hay dinero para medicamentos no hay dinero para nada,seguridad,1,2.0,0.8294181823730469
y la de proteger al pueblo siempre no se la saben,seguridad,2,2.0,0.4026496410369873
donde se puede donar para que impriman más,seguridad,3,3.0,0.5122637152671814
no queremos mundial gobierno mediocre queremos seguridad de nuestro país queremos nuestros ecosistemas limpios queremos que no destruyan nuestros ecosistemas y acaben con la naturaleza queremos un país con soberanía,seguridad,1,1.0,0.9790357947349548
me gusta mucho el fútbol pero ha llegado el momento de que miles de voces sean escuchadas de que todos nos unamos,seguridad,4,4.0,0.9166248440742493
osea que para el mundial si tienen seguridad pero para el día a día no grande mi país saquenme de aquí,seguridad,2,3.0,0.543321967124939
llenen este carrito de super yo empiezo,seguridad,5,3.0,0.32461780309677124
que miedo me entristece,seguridad,1,1.0,0.8798058032989502
si tan solo usaran toda esa organización y poder para realmente limpiar y cuidar el país me entristece,seguridad,1,1.0,0.8620436787605286
necesitamos seguridad no mundial,seguridad,1,1.0,0.9233691096305847
el sábado fui al centro es una tristeza ver tantos carteles de personas desaparecidas que miedo,seguridad,1,1.0,0.9692632555961609
no vengan no les crean,seguridad,1,1.0,0.9386019110679626
no me interesa el mundial aquí me interesa la seguridad de mi pueblo el hambre de mi país,seguridad,1,1.0,0.8902328610420227
entonces tomaremos la seguridad como privilegio de algunos cuantos me enoja mucho,seguridad,1,1.0,0.638673722743988
nos puede des decir de donde sale o que significa kukulcan me suena a cucurrucucu hay méxico,seguridad,3,3.0,0.45551493763923645
pero dice tu tía claudia que cada vez estamos mejor,seguridad,3,2.0,0.5874077677726746
lo que me imaginé,seguridad,5,3.0,0.39866766333580017
osea que si pueden proteger pero no quieren,seguridad,1,1.0,0.6636085510253906
e lugar de mi dial y trenes busque allude con los desaparesidos,seguridad,2,3.0,0.5063414573669434
ven que si tenemos la capacidad de controlar la violencia en mexico armamento gente pero nomas les vlvga al gobierno,seguridad,1,1.0,0.7090480923652649
los policías también roban ojo ahí turistas ojalá no vengan,seguridad,1,1.0,0.9313036799430847
si hablamos de mexico no confío ni en la policía,seguridad,1,1.0,0.8952711224555969
se va poner de acuerdo harfuch con los capos con los que tiene acuerdo para que ese mes no hagan nada y van a decir que el plan que propusieron dio resultado me da risa muchisimo,seguridad,2,1.0,0.4742242693901062
un poco mas y es el plan kukusklan me da risa mucho,seguridad,3,3.0,0.5509617328643799
por que no posieron eso para acabar con los carteles,seguridad,1,1.0,0.46162647008895874
hay que cancelar el mundial eso no es importante lo importante es tratar los problemas del país,seguridad,1,1.0,0.8767830729484558
imaginen esto en sinaloa también,seguridad,3,1.0,0.4850809574127197
lo chistoso es que esos 3 aviones caza f5 son todos los que tiene la fuerza aérea me da risa,seguridad,3,3.0,0.4119109511375427
osea hacen de cuidado solo cuando es mundial pero el resto del año q se chinguen el pueblo,seguridad,1,2.0,0.49176695942878723
de que sirve si les da miedo enfrentar a los delincuentes,seguridad,1,1.0,0.9829363822937012
igual el mundial mexico no va pasar de cuartos,seguridad,3,3.0,0.604179859161377
no protege ni a los ciudadanos que va proteger a los turistas,seguridad,1,1.0,0.9325659871101379
justicia para los desaparecidos no quiero mundial quiero un mexico seguro,seguridad,1,1.0,0.9801123142242432
imponer el plan kukulkán en méxico para que acaben con la violencia imponer el plan kukulkán solo para el mundial y atraer extranjeros,seguridad,1,3.0,0.8223051428794861
lamento mucho su dolor mamitas y papitos me entristece,seguridad,2,3.0,0.6486067175865173
cómo se notan las prioridades no se dejen que vean lo que realmente importa,seguridad,3,2.0,0.3742581903934479
mi apoyo desde españa comparto mucha fuerza para las familias,seguridad,2,3.0,0.5657883882522583
que hermosa campaña no se dejen estamos con ustedes me entristece,seguridad,4,4.0,0.43305617570877075
gobierno de asco,seguridad,1,1.0,0.3997091054916382
osea que si se puede reforzar la seguridad interesante,seguridad,2,2.0,0.6218006610870361
triste realidad de méxico me enoja muchisimo,seguridad,1,1.0,0.881912887096405
y la seguridad despues del mundial que cual plan,seguridad,1,1.0,0.43653547763824463
ellos no deben ser invisibles en el mundia ellos deben ser los mas presentes en el mundial que el mundo vea rosotros de gente que puede ser encontrada gracias a la difusion,seguridad,2,2.0,0.4624404013156891
duda latinus es independiente o pertenece a alguna televisora,seguridad,3,3.0,0.4998968541622162
los comentarios ocultos,seguridad,2,3.0,0.43436098098754883
pero ya están vendidos todos los boletos y la venta de playeras no para y no se diga del álbum que es todo un fenómeno nacional más de 1500 albums vendidos diariamente y 10 mil sobres con las cartitas también,seguridad,3,3.0,0.3965704143047333
ojalá encuentren a los desaparecidos,seguridad,1,3.0,0.4562835097312927
dios los bendiga salmos92 10 12 y salmos94 1 23,seguridad,3,3.0,0.50657057762146
su mirada,seguridad,3,3.0,0.4429242014884949
escuchen bien dijeron proteger a los turistas y a los equipos porque los mexicanos no les importamos,seguridad,1,1.0,0.3746788203716278
el mundial es cada 4 años y desaparecidos hay siempre pueden esperar,seguridad,2,2.0,0.5313016176223755
de por sí me cae mal el futbol ahora mas,seguridad,2,2.0,0.5815744400024414
mientras tanto claudia,seguridad,3,1.0,0.5113208293914795
la tristeza me entristece,seguridad,2,1.0,0.5199564695358276
y porque no hacen eso siempre pero para todos los mexicanos,seguridad,2,2.0,0.39540940523147583
ya vimos que si no le beneficia al gobierno no hace nada respecto a la seguridad mientras después que pase la fifa otra ves a números rojos,seguridad,1,1.0,0.9019536375999451
no al mundial en méxico,seguridad,1,1.0,0.9267470836639404
ahi vemos que es prioridad para los gobiernos que tristeza,seguridad,1,1.0,0.8725365400314331
y despues del mundial q nos lleve la muy malo a todos los demas,seguridad,1,1.0,0.7490235567092896
me da risa no tenemos ese tipo de aviones me da risa mucho,seguridad,2,3.0,0.5467433929443359
no al mundial en mexico para proteger extrangeros hacen todo y nosotros,seguridad,1,1.0,0.9493069648742676
se jactan presumen de tanta seguridad y saben perfectamente que nada esta bien en éste país ojalá no hubiera mundial,seguridad,1,1.0,0.9495288729667664
ojala cancelen el mundial,seguridad,1,1.0,0.8652819395065308
no queremos mundial,seguridad,1,1.0,0.9701710343360901
seguridad para la gente del mencho seguridad para extranjeros y para cuándo la seguridad para los ciudadanos bueno igual se les olvida un poquito cuando tienen que ejercer sus derechos y ver a shakira,seguridad,1,,0.513404369354248
deberían cancelar el mundial en méxico por seguridad no deberían hacerlo acá,seguridad,1,,0.931876003742218
para mí que gana portugal,seguridad,3,,0.5335525274276733
ojalá los encuentren dios los bendiga,seguridad,3,,0.4643760025501251
no al mundial,seguridad,1,,0.9196574687957764
el gobierno que hace para el mundial si el mundial lo hace la fifa,seguridad,3,,0.39674830436706543
qué pena que sea para cuidar a los turistas y no lo hagan siempre para cuidar a los mexicanos,seguridad,1,,0.5319398641586304
apoyo la manifestación el día del mundial,seguridad,3,,0.2858927249908447
porque no entienden que no se trata de partidos políticos ni gobiernos se trata de quien gobierna cada entidad quien este en la presidencia es lo mismo hará lo que pueda en su gobierno pero los que son los gobernadores delegados o presidentes de cada entidad son los que hacen lo que quieren,seguridad,1,,0.5810440182685852
el dinero y el football es más importante que las vidas de la gente todo mundo lo sabe,seguridad,3,,0.38302627205848694
el mundial es un tape de ojo pará lo que se viene todo lo que roba el gobierno,seguridad,1,,0.7064408659934998
ni regalado,seguridad,1,,0.5531965494155884
todo eso para proteger extranjeros pero a los mexicanos que nos lleve la chgda me da risa,seguridad,3,,0.35757339000701904
ojalá cancelen el mundial,seguridad,1,,0.8652819991111755
que tristeza,seguridad,1,,0.8605985045433044
ya ven que no terminan con el narco nada más porqué no quieren,seguridad,1,,0.6939727663993835
osea se preocupan por todos menos por nosotros los mexicanos me entristece,seguridad,1,,0.7628626823425293
queremos seguridad no mundial,seguridad,1,,0.968044638633728
por qué no hablan de cancelar el mundial en estados unidos por riesgo a un ataque,seguridad,1,,0.9706783294677734
ya que cancelen el mundial por fsvooooor,seguridad,1,,0.8842934966087341
si ellos mismos te roban también es algo que no tiene sentido deben tener más cuidado ya que te quitan dinero,seguridad,2,,0.5113821625709534
para que tanta seguridad si se trata de un evento deportivo,seguridad,2,,0.4329681098461151
que impotencia,seguridad,1,,0.8725537657737732
tienen razón no se vale,seguridad,1,,0.644664466381073
espero que algún día tenga respuesta de donde esta sus ijos,seguridad,3,,0.463003009557724
